"Nº de registo";"Data da alteração";"Denominação";"Nº de contribuinte";"Marcas";"Localização (Endereço)";"Localização (Código postal)";"Localização (Localidade)";"Localização (Concelho)";"Localização (Distrito)";"ERT/DRT";"NUT II";"NUT III";"Contacto (Telef/Telem.)";"Contacto (Email)"
" 1925";"2016-08-19";"Leitur - Viagens e Turismo, Lda.";"501583521";;"Rua de Penoucos, 424, Sala B";"4505-308";"Fiães Vfr";"Santa Maria da Feira";"Aveiro";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"227645001, 227831640, 227440830, 256829492, 234338321";"leitur@lei.com.pt, carvalhos@lei.com.pt, lamas@lei.com.pt, sjm@lei.com.pt, aveiro@lei.com.pt"
" 3716";"2013-04-16";"Lendatravel - Agencia de Viagens e Tutismo, Lda";"509569056";;"Rua Ponte da Cruz. 32 Edificie Centromar, Bloco B, 4º.";"9000-108";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"965247583";"yanlendatravel@mail.ru"
" 6927";;"LEONEL FAUSTINO SOCIEDADE UNIPESSOAL LDA";"511004818";;"CAMINHO DO TERÇO, 80";"9060-311";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"919191069";"cristorei01@hotmail.com"
" 7027";;"LEONTINO MANUEL SILVA BANHA";"153316616";;"RUA 13 DEZEMBRO, 7 CATUJAL";"2680-371";"Unhos";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"962817462";"silva.leontino@gmail.com"
" 6139";"2017-03-10";"LET´ SHUTTLE..UNIPESSOAL LDª";"513804013";;"Rua Professor Moises Amzalak nº.4 - 8 B";"1600-648";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"918799120";"adeliaresiomartins@yahoo.com"
" 2874";"2016-12-29";"Let's Bonus Portugal, Unipessoal,  Lda.";"509555373";;"Rua Abranches Ferrão nº 23 - 1º Andar Sala C";"1600-296";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"211216160";"viagens@letsbonus.com"
" 6404";;"Let's Drive Together, Lda.";"514021560";;"Rua Dr. Cândido Guerreiro Edf. Tridente Bl-B 6ºEsq";"8000-320";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"912622589";"letsdrivetogether2016@gmail.com"
" 3219";"2016-01-04";"LFFP-Viagens e Turismo, Lda.";"510106803";;"Praceta Manuela Porto, nº 1 Centro Comercial Colina do Sol Loja 6 Alfornelos";"2650-191";"Amadora";"Amadora";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214752404";"lpica@4all.com.pt"
" 7020";;"LG FRENCH CARS UNIPESSOAL LDA";"514360348";;"Sitio Celões , 252 AA Bomba, E. N. 125 - Quatro Estradas";"8100-287";"Loulé";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"915100988";"lgfrenchcars@gmail.com"
" 4259";"2015-07-21";"LGSP - LUFTHANSA GROUND SERVICES PORTUGAL, UNIPESSOAL LDA";"509842593";"LGSP Events, Heritage Five, LGSP Sports";"Avenida da Boavista, nº 1837, Sala 13.4 - Edifício Burgo";"4100-133";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"229437900";"paulo.geisler@dlh.de"
" 6870";;"LHSL - Serviços, Unipessoal Lda";"508889120";;"Rua 25 de Abril, Bairro das Areias";"2680-309";"Apelação";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"966004867";"autoloicao@gmail.com"
" 6730";;"Liberty Iberian Leisure &amp; Events SL (Sociedad Unipersonal)- Sucursal em Portugal";"980572916";;"Av. Estados Unidos da América n.º 107, 3º frente";"1700-169";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"210415941";"Officemanagerportugal@liberty-int.com"
" 3247";"2017-01-03";"Lidia Maria Nunes Pinho dos Santos";"176313338";;"Avenida Vieira Guimarães nº75C";"2450-113";"Nazaré";"Nazaré";"Leiria";"TURISMO DO OESTE";"Centro";"Oeste";"962954549";"joao@conceitopublicidade.com.pt"
" 3529";"2017-05-25";"Lidotours - Agência de Viagens e Turismo, Unipessoal Lda";"511076070";;"Estrada Monumental nº 284 Centro Comercial Monumental Lido lj 18 ";"9000-100";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291635505";"geral@lido-tours.com"
" 4341";"2016-12-16";"Life Outside Lda.";"510902472";"OUTSIDE";"Espaço Amoreiras - Centro Empresarial Rua D. João V, nº 24, 1.01";"1250-091";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"+351 96 146 686";"geral@lifeoutside.pt"
" 3143";"2015-02-05";"Lifetouris - Viagens, Turismo e Animação Turística, Lda.";"509993770";"Naturgift, Sóterra, Mundo de Aventuras - Travel &amp; Expeditions, Sahara Desert Challenge";"Rua do Centro Social n.º 4, Azervadinha";"2100-016";"Coruche";"Coruche";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"919817480";"geral@lifetouris.pt"
" 4335";;"Liger Tourism &amp; Consulting Lda";"510868240";;"Rua das Figueiras, 26 - 1ºA Cruzes";"2430-187";"Marinha Grande";"Marinha Grande";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"244 550 287";"info@liger.pt"
" 6988";;"Ligia Gonçalves Unipessoal Lda";"514319283";;"Rua do Sol Edf Asia  apartamento 2214 - apartado 909";"8125-491";"Quarteira";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"916759886";"jitagoncalves@hotmail.com"
" 2796";"2017-01-06";"Like Travel, Lda.";"508929687";;"Praceta do sol Nº 41 3Esq";"2775-795";"Carcavelos";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214589210";"liketravel@liketravel.pt"
" 2039";"2013-07-15";"Lilaz Viagens e Turismo Lda";"502990821";;"Rua Dr. Egas Moniz,29, Centro Comercial Quinta Nova, Piso 2, Loja 7";"2675-344";"Odivelas";"Odivelas";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"219332078";"geral@lilaz.pt"
" 6083";"2017-01-05";"Liliana Lopes Jordão Nunes Caldeira";"238779122";"Clickviaja.com";"Rua Maria Amália Vaz de Carvalho Nº4 2F ";"2660-304";"Santo António Cavaleiros";"Loures";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"216009945";"lilianajcaldeira@gmail.com"
" 3721";"2017-06-28";"Limitaberto, lda";"508783275";"Tempo de Viagem, Alethea Travel Tour";"Rua Luís António Correia, loja 14";"4715-310";"Braga";"Braga";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Cávado";"253628276, 253270007";"th_espanha@hotmail.com, braga@aletheatravel.com"
" 1967";"2013-10-24";"Limite - Viagens e Turismo, Lda.";"502381787";"Limits, Quinto Império";"Av Valbom, 28-A";"2750-508";"Cascais";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"218820100";"info@limits.pt"
" 4237";"2016-09-19";"LIMOUSINE MADEIRA - CARROS DE ALUGUER, UNIPESSOAL LDA";"504386522";;"RUA DO OLIVAL N 114 ALCOITÃO";"2645-138";"Alcabideche";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"919110166";"limousinemadeira@sapo.pt"
" 3686";"2016-12-23";"Line C, Agência de Viagens e Representações Turísticas, LDA";"510419542";;"Rua Baixa dos Gaios, Nº 46";"2765-172";"Estoril";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"918580124, 918580124";"carreiras@line-c.pt, carreiras@line-c.pt"
" 2673";"2014-12-18";"Lis &amp; Tag - Viagens e Turismo, Lda.";"508134714";;"Rua Antero de Quental, 30 - rch esq";"1150-041";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"212480282, 212480282";"anapaes@listag.pt, anapaes@listag.pt"
" 2641";"2015-01-05";"Lis Viagens - Viagens e Turismo, Unipessoal Lda.";"508050421";;"Travessa Wenceslau de Morais, nº 10";"2400-260";"Leiria";"Leiria";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"244870180";"info@lisviagens.com"
" 5114";"2017-01-10";"LISA BIKES UNIPESSOAL LIMITADA";"510739903";;"ALCARIA BRANCA APARTADO 6033";"8005-404";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289391135";"hanhartlisa@gmail.com"
" 2564";"2017-01-11";"Lisboasightseeing, Unipessoal, Lda.";"507585402";;"Rua Pascoal de Melo, 3 - 5º, Sala 6";"1170-294";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"967086536";"ad@lisboasightseeing.com"
" 1692";"2016-11-17";"Lisboatur Agência Turística de Lisboa, Lda.";"501084525";;"Rua do Arco do Cego, 75 C ";"1000-020";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213520441";"monica@lisboatur.pt"
" 5490";"2017-05-18";"Lisbon Fancytour, Unipessoal Lda.";"513542507";;"Rua Cipriano dos Santos, nº5";"2710-735";"Sintra";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"964829610";"info@lisbonfancytour.pt"
" 5786";"2017-03-31";"Lisbon Roots - Turismo, Lda.";"513399631";;"Quinta de Tavares, Estrada 16 de Setembro, Nº 28";"2140-189";"Chamusca";"Chamusca";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Alentejo";"Lezíria do Tejo";"917911405";"duarte.calheiros@me.com"
" 1765";"2016-01-22";"Listartour Viagens e Turismo, Lda.";"500307067";;"Av Torres Pinheiro, 104";"2300-538";"Tomar";"Tomar";"Santarém";"TURISMO DE LISBOA E VALE DO TEJO";"Centro";"Médio Tejo";"249322358, 218142410";"geral.tomar@listartour.pt, geral.lisboa@listartour.pt"
" 7056";;"Litoral Blue Atividades Turísticas, Lda.";"514437910";;"Rua Fernando Pessoa, Edf. Encosta da Marina, Moradia 9";"8200-372";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"927615742";"reservas@litoralblue.com"
" 4054";"2017-07-21";"Little Bus, transporte de passageiros, Lda.";"506903788";"Vencere";"Rua 5 de Outubro, nº35, 3º dto.";"2725-270";"Mem Martins";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"219261114";"andre.martins@vencere.pt"
" 4195";;"LIVETRAVEL UNIPESSOAL LDA";"510779638";;"Avenida da Boavita 1681, Loja 4 ";"4100-132";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"220996582";"livetravel.pt@gmail.com"
" 3204";"2016-12-19";"LiveYourLife - Viagens Lda";"510018580";"Globe Travel";"Av. Heróis da Liberdade, Nº 16, 4º Esq.";"2745-788";"Queluz";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"214671711";"tiago.andre@globetravel.pt"
" 2731";"2017-01-23";"Livingtours - Viagens e Turismo, Lda.";"506763790";;"Rua Mouzinho da Silveira, 350";"4050-418";"Porto";"Porto";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"228320992, 218877255";"info@livingtours.pt, lisboa@livingtours.pt"
" 4911";"2016-10-17";"LIVRESCOLHA LDA";"513056734";;"AVENIDA ENG ADELINO AMARO DA COSTA N 310 2 ESQ";"2750-277";"Cascais";"Cascais";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"93 224 4582 ";"paint.in.portugal@gmail.com"
" 2770";"2016-10-18";"LM - Tours Lda.";"508735548";;"Urbanização Má Partilha, Lote 14 R/C, Loja 1, Lugar 4 Estradas ";"8500-057";"Alvor";"Portimão";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"282480270, 21257891";"linda marques@lmtours.pt, gracadias@lmtours.pt"
" 5510";;"LMJC Azores Tours Lda";"510775195";;"Estrada Regional do Pópulo, 25";"9500-609";"Ponta Delgada";"Ponta Delgada";"Ilha de São Miguel";"Direcção Regional do Turismo - Secretaria Regional Açores";"Região Autónoma dos Açores";"Região Autónoma dos Açores";"296 381 460, 918646846";"lmjctours@hotmail.com, lmjctours@hotmail.com"
" 4817";"2016-08-12";"LMP FERNANDES UNIPESSOAL , LDA";"513212361";;"Rua Camilo Castelo Branco Lote 5-D -3º Dtº";"8100-680";"Loulé";"Loulé";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"934569464";"lmp.fernandes@gmail.com"
" 6478";;"LMTT-LUX MADEIRA TRANSPORTS TRAVEL AND TOURISM UNIPESSOAL, LDA";"514011670";;"RUA 2 DA ENCOSTA DO PICO DOS BARCELOS Nº 12";"9020-349";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"935192782";"reservationsluxmadeira@gmail.com"
" 4775";"2017-06-29";"Long Limousine - Serviços de Apoio Turístico, Soc";"508425816";;"Urbanização Quinta da Torre, Lt. 22, 4.º AA";"8365-184";"Armação de Pêra";"Silves";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"962542079";"monikasantos@sapo.pt"
" 4552";"2017-01-05";"Longaventura Lda";"508551676";"Sunny Cycling";"Quinta das Freiras - Sr. dos Aflitos";"7005-874";"Évora";"Évora";"Évora";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Alentejo Central";"266785444";"info@longaventura.pt"
" 5949";"2016-12-02";"Longo &amp; Peixoto - Agência de Viagens Lda.";"513503390";;"Rua dos Congregados, 48, 5DT";"4710-370";"Braga";"Braga";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Cávado";"914008107";"humberto.longo@gmail.com"
" 2560";"2016-12-12";"Lopes Viagens, Lda.";"507550110";;"AV. JOSÉ DA SILVA SOARES, 48 ";"4475-100";"Maia";"Maia";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"229872125";"geral@lopesviagens.com"
" 6928";"2017-06-28";"LORES &amp; LORES LDA";"505432480";;"Rua Ilha do Sal A 51 C - Vale Pedras";"8200-317";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"965327555";"loreselores@sapo.pt"
" 2869";"2016-12-22";"Lounge - Agência de Viagens e Turismo, Lda.";"509637884";;"Av. Engº Duarte Pacheco, Urbanização das Amoreiras, Torre 2, escritório 6, lote 2, 9º";"1070-102";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"211990900";"info@lounge.com.pt"
" 3527";"2012-09-25";"Louraxas - Agência de Viagens e Turismo, Lda";"510338887";"AXAS";"Rua Professor Mira Fernandes, Lote 2, Loja B";"1900-386";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"919298849";"info@axas-portugal.com"
" 2073";"2017-04-12";"Louros - Viagens e Turismo, Lda.";"503174360";;"RUA DR CELESTINO DAVID 46";"7000-000";"Évora";"Évora";"Évora";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Alentejo Central";"266730144";"lourosviagens@mail.telepac.pt"
" 1759";"2017-01-30";"Lourotur - Viagens e Turismo, Lda.";"502838299";;"Av Principal, 5276";"4535-013";"Lourosa";"Santa Maria da Feira";"Aveiro";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"256318186";"fernando@lourotur.com"
" 2342";"2017-01-24";"Lousial Tours - Viagens e Turismo, Lda.";"505082322";;"Praceta Sá Carneiro, Lt 4 R/Ch";"3200-212";"Lousã";"Lousã";"Coimbra";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"239996460";"geral@lousial.com"
" 5603";;"LT - LISBON TRANSFER, UNIPESSOAL LDA";"513532188";;"Avenida da Liberdade numero 14 5º Dto";"2620-315";"Ramada";"Odivelas";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"961193817";"bookings@lisbon-transfer.com"
" 2717";"2016-12-23";"Lugares de Sonho, Agência de Viagens, Unipessoal, Lda.";"507153928";;"Av Fernão de Magalhães, Edificio Mondego, 619, Loja 22";"3000-178";"Coimbra";"Coimbra";"Coimbra";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"239823039";"info@lugaresdesonho.pt"
" 4001";"2017-06-21";"luis alberto antunes jorge";"137317336";;"Avenida da Liberdade nº96 B";"2530-628";"Ribamar";"Lourinhã";"Lisboa";"TURISMO DO OESTE";"Centro";"Oeste";"914026516";"luisalbertojorge@gmail.com"
" 6505";"2017-06-20";"Luísa Freixo Veiga, Unipessoal, Lda.";"514117788";"MoreTravel";"Praça da República º5";"7050-132";"Montemor-o-Novo";"Montemor-o-Novo";"Évora";"TURISMO DO ALENTEJO, E.R.T.";"Alentejo";"Alentejo Central";"911870104";"info@more-travel.pt"
" 6724";;"Luísa Maria Lopo Rodrigues";"205693628";"Algarve Transfer Link";"Caminho do Pinhal, Lote 2, 2.º Esq, Aldeia do Roja Pé";"8200-636";"Albufeira";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"968637401";"luisalopo@hotmail.com"
" 4108";"2016-12-19";"LUISA PESSOA &amp; RITA LOIO LDA";"509652271";"TOCHA VIAGENS, TOCHA VIAGENS";"RUA DR MANUEL SANTOS SILVA, 222 R/C";"3060-715";"Tocha";"Cantanhede";"Coimbra";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Coimbra";"231447573";"luisa.pinto@tochaviagens.pt"
" 2488";"2017-04-10";"Luiteres - Agência de Viagens  e Turismo, Lda.";"506691020";"VIAGRUPOS";"Rua Francisco Marto, 28";"2495-448";"Fátima";"Ourém";"Santarém";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Médio Tejo";"249534488";"teresa.viagrupos@mail.telepac.pt"
" 3920";"2017-03-27";"LULU VIAGENS, LDA";"510610900";;"RUA DA FELIZARDA, EDF. DA ROTUNDA, LOJA 8";"4770-260";"Joane";"Vila Nova de Famalicão";"Braga";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Ave";"964192232";"luluviagens@gmail.com"
" 1739";"2017-03-23";"Lusanova - Excursões e Turismo, Lda.";"500170894";;"Av João XXI, 9-A";"1000-298";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"218436870, 222071510, 218436870";"lusanovaturismo@lusanova.pt, lusanovaturismo@lusanova.pt, lusanovaturismo@lusanova.pt"
" 2517";"2017-01-23";"Lusitana  Sol - Office Turismo da Russia , Lda.";"507097874";;"RUA CIDADE DE VISEU N.º 10 2.º C";"2725-600";"Mem Martins";"Sintra";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213196140, 213196140";"admin@lusitanasol.com, admin@lusitanasol.com"
" 2155";"2017-01-05";"Lusitânia Expresso - Viagens e Actividades Turísticas, Lda.";"502776072";;"Av Infante Santo, 6 E";"1350-179";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"213956417";"luxtours@luxtours.com"
" 5902";"2017-04-20";"Luso DS - Agencia de Viagens, Unipessoal Lda";"513466231";;"Largo Antonio Ferreira de Araujo, Lote J, Loja J e L";"8005-261";"Faro";"Faro";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"215996050, 217584190, 223207390, 291091500, 289155440, 296093060";"v.gavina@intercruises.com , j.gassin@hotelbeds.com, c.rego@intercruises.com, c.costa@destinationservices.com, j.hart@destinationservices.com, j.hart@destinationservices.com"
" 6435";"2017-01-06";"LUSOCOTUR LDA";"514065419";;"LARGO ANA CASTRO OSÓRIO, N.º 15, 1. ANDAR ESQ. ALFORNELOS";"2650-390";"Amadora";"Amadora";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"926606818";"psr@colmonero.com"
" 3178";"2016-10-03";"LUSOMICE UNIPESSOAL LDA";"509933173";;"Rua Tenente Espanca, n.3 3ºC";"1050-220";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"215996050";"jhart@destinationservices.com"
" 3685";"2013-04-15";"LUSORIGINAL - AGÊNCIA DE VIAGENS, UNIPESSOAL, LDA";"511280327";;"Rua dos Murças nº 59, 1º Andar";"9000-058";"Funchal";"Funchal";"Ilha da Madeira";"Secretaria Regional do Turismo e Transportes - RA Madeira";"Região Autónoma da Madeira";"Região Autónoma da Madeira";"291242680";"leonor.mendonca@lusoriginal.com"
" 4563";"2014-11-24";"LUSOTRAVEL TURISMO LDA";"513053441";;"Rua José António Vidal 9 B";"3830-203";"Ílhavo";"Ílhavo";"Aveiro";"TURISMO DO CENTRO DE PORTUGAL";"Centro";"Região de Aveiro";"234423442";"lusotravel@lusotravel.pt"
" 2012";"2017-05-25";"Lusoviagens - Agência de Viagens  e Turismo, Lda.";"502648929";"LUSOVIAGENS";"Av D. João III - Edifício 2000, Loja 2";"2400-164";"Leiria";"Leiria";"Leiria";"TURISMO DE LEIRIA-FÁTIMA";"Centro";"Região de Leiria";"244859920";"info@lusoviagens.pt"
" 5176";;"LUSOVIAJES S. L.";"B65963159";;;;;;;;;;"914405176";"claudio@lusoviajes.com"
" 3141";"2016-09-30";"Lusquinhos&amp;Costa - viagens e turismo, Lda.";"510034420";;"Rua Brito Capelo 202";"4450-065";"Matosinhos";"Matosinhos";"Porto";"TURISMO DO PORTO E NORTE DE PORTUGAL, E.R.";"Norte";"Área Metropolitana do Porto";"224925743, 220996297";"geral@marviagens.com, igor.lage@marviagens.com"
" 7070";;"LUVISTAR COMPRA E VENDA DE IMOVEIS LDA";"505656841";;"rua da alegria, 23";"1250-005";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"914570759";"planetbird2@gmail.com"
" 4218";"2017-07-31";"Lux Invicta, Turismo, Cultura e Patrimonio, Lda";"509222897";"Caminhos de Cister, Rota dos Amantes";"Rua Cmdt. Carlos Leao da Silva - BL4 r/c LjE";"2460-014";"Alcobaça";"Alcobaça";"Leiria";"TURISMO DO OESTE";"Centro";"Oeste";"262588269";"info@luxinvicta.pt"
" 2227";"2016-07-22";"Luxclube - Viagens e Turismo, Lda.";"503914800";;"Urbanização dos Canais Lote 3 Cxp718k";"8200-556";"Ferreiras";"Albufeira";"Faro";"ENTIDADE REGIONAL DE TURISMO DO ALGARVE";"Algarve";"Algarve";"289589323, 289589323";"luxclube04@sapo.pt, pedro.lux@hotmail.com"
" 4152";"2014-01-08";"luxing tours agencia de viagens lda";"510718620";;"avenida D Joao II, lt1.07.21 1°edif expo 98 ";"1998-014";"Lisboa";"Lisboa";"Lisboa";"TURISMO DE LISBOA E VALE DO TEJO";"Área Metropolitana de Lisboa";"Área Metropolitana de Lisboa";"915615058";"geral@luxing-tours.pt"
